store_key	storename	address	telno	region_name	province_name	city_muni_name	latitude	longitude
254	Salauag	Molino-Paliparan Road,Salawag Dasmarinas,Cavite	5061014	REGION IV-A (CALABARZON)	CAVITE	DASMARI?AS	14.3463	120.981
255	Pateros	Herrera St. cor Morcilla,Pateros	6413464	NCR - National Capital Region	NCR, FOURTH DISTRICT	PATEROS	14.5452	121.066
256	Marikina Bridge	E. Rodriguez cor JP Rizal St., Marikina	6828446	NCR - National Capital Region	NCR, SECOND DISTRICT	CITY OF MARIKINA	14.6357	121.095
257	Shoe Avenue	Shoe Avenue cor Capt Venciong, Sta. Elena	2175943	NCR - National Capital Region	NCR, SECOND DISTRICT	CITY OF MARIKINA	14.6337	121.098
258	Herrera	Y-L Bldg.,Herrera St.,Legaspi Village,Makati City	8302347	NCR - National Capital Region	NCR, FOURTH DISTRICT	CITY OF MAKATI	14.5555	121.016
259	Del Monte	Del Monte Ave. cor Tolentino St. Quezon City	3737072	NCR - National Capital Region	NCR, SECOND DISTRICT	QUEZON CITY	14.6404	121.016
261	Calamba Crossing	along Provincial Road , Calamba-Crossing, Laguna	495456749	REGION IV-A (CALABARZON)	LAGUNA	CITY OF CALAMBA	14.2059	121.155
262	PCU 2	Taft Ave. cor Pedro Gil,Manila	5220133	NCR - National Capital Region	NCR, CITY OF MANILA, FIRST DISTRICT	PACO	14.576	120.988
264	Trece 2	Gov. Drive cor. Indang, Tanza Road	464191467	REGION IV-A (CALABARZON)	CAVITE	TRECE MARTIRES CITY (Capital)	14.2815	120.868
268	Arayat 2	Arayat cor.Pinatubo St.,Cubao Quezon City	9850943	NCR - National Capital Region	NCR, SECOND DISTRICT	QUEZON CITY	14.6196	121.051
270	Binan 3	A. Bonifacio  Poblacion, Binan Laguna	494113260	REGION IV-A (CALABARZON)	LAGUNA	BI?AN	14.339	121.083
271	Shaw Starmall	Shaw Blvd. cor. EDSA Mandaluyong	7240376	NCR - National Capital Region	NCR, SECOND DISTRICT	CITY OF MANDALUYONG	14.5816	121.053
272	Betterliving 2	Dona Soledad ave. cor. Peru, Paranaque City	8229299	NCR - National Capital Region	NCR, FOURTH DISTRICT	CITY OF PARA?AQUE	14.4849	121.03
274	Fields Ave.	G/F HHH Commercial Bldg, Balibago,Angeles City	425000900	REGION III (Central Luzon)	PAMPANGA	ANGELES CITY	15.1666	120.584
275	FEU	913-919 Nicanor Reyes cor., Sampaloc,Manila	7348015	NCR - National Capital Region	NCR, CITY OF MANILA, FIRST DISTRICT	SAMPALOC	14.6046	120.988
276	Hansel	Aurora Blvd. cor.Imperial, Cubao, Quezon City	4392679	NCR - National Capital Region	NCR, SECOND DISTRICT	QUEZON CITY	14.6231	121.053
277	Session 3	128 Session Road Baguio City	744467449	CAR - Cordillera Administrative Region	BENGUET	BAGUIO CITY	16.4121	120.598
278	Sagittarius	Sagittarius Bldg. Salcedo Village Makati	8176432	NCR - National Capital Region	NCR, FOURTH DISTRICT	CITY OF MAKATI	14.5606	121.026
279	Marina	A. Mabini St., Malate Manila	5238407	NCR - National Capital Region	NCR, CITY OF MANILA, FIRST DISTRICT	MALATE	14.5736	120.983
281	T. Morato	Scout Castor cor. T. Morato Ave.	3762207	NCR - National Capital Region	NCR, SECOND DISTRICT	QUEZON CITY	14.6292	121.034
282	Gatchilian	Palanyag St. Para?aque City	8269949	NCR - National Capital Region	NCR, FOURTH DISTRICT	CITY OF PARA?AQUE	14.4756	121
283	RCBC	3rd Flr RCBC Podium, Ayala Cor Buendia , Makati	9946718	NCR - National Capital Region	NCR, FOURTH DISTRICT	CITY OF MAKATI	14.5608	121.016
284	Burgundy	One Burgundy Plaza , Katipunan Quezon City	9200964	NCR - National Capital Region	NCR, SECOND DISTRICT	QUEZON CITY	14.638	121.074
285	Emerald	Emerald Ave, Ortigas , Pasig City	6332852	NCR - National Capital Region	NCR, SECOND DISTRICT	CITY OF PASIG	14.5862	121.062
288	San Fernando 2	San Fernando Crossing, San Fernando, Pampanga	9618318	REGION III (Central Luzon)	PAMPANGA	CITY OF SAN FERNANDO (Capital)	15.041	120.683
289	Karuhatan 2	Mc Arthur Hi-way, Karuhatan, Valenzuela City	2931621	NCR - National Capital Region	NCR, THIRD DISTRICT	CITY OF VALENZUELA	14.69	120.974
292	University Of Batangas	University of Batangas, Batangas City	7222650	REGION IV-A (CALABARZON)	BATANGAS	BATANGAS CITY (Capital)	13.7637	121.059
293	Plaridel	Cagayan Valley Road, Banga 1st, Plaridel, Bulacan	7662778	REGION III (Central Luzon)	BULACAN	PLARIDEL	14.8828	120.867
294	Binan 4	National Highway Brgy Sto Nino, Binan Laguna	4110696	REGION IV-A (CALABARZON)	LAGUNA	BI?AN	14.3313	121.086
295	Kings Plaza	Kings Plaza,J.Luna cor. Padre Rada St.Tondo Manila	2414950	NCR - National Capital Region	NCR, CITY OF MANILA, FIRST DISTRICT	TONDO I / II	14.6067	120.97
296	Manansala	Makati City	8908731	NCR - National Capital Region	NCR, FOURTH DISTRICT	CITY OF MAKATI	14.5647	121.038
297	DFA	Arnaiz St., Pasay City	8331733	NCR - National Capital Region	NCR, FOURTH DISTRICT	PASAY CITY	14.5456	120.992
299	Indang	San Gregorio near cor Mabini St., Indang Cavite	4150245	REGION IV-A (CALABARZON)	CAVITE	INDANG	14.1973	120.877
300	Convergys	Salcedo St., Makati City	751210811	NCR - National Capital Region	NCR, FOURTH DISTRICT	CITY OF MAKATI	14.5594	121.016
301	Annapolis	Greenhills San Juan MM	724934400	NCR - National Capital Region	NCR, SECOND DISTRICT	CITY OF SAN JUAN	14.6039	121.052
302	Ayala FGU	Salcedo St., Salcedo Village, Makati City	8131372	NCR - National Capital Region	NCR, FOURTH DISTRICT	CITY OF MAKATI	14.5598	121.017
303	Asian Mansion	Dela Rosa St., Legaspi Village Makati City	8872506	NCR - National Capital Region	NCR, FOURTH DISTRICT	CITY OF MAKATI	14.5553	121.021
304	Starwood Hotel	Kisad Road near corner Marcos Highway Baguio City	44658311	CAR - Cordillera Administrative Region	BENGUET	BAGUIO CITY	16.4029	120.595
307	Madrigal Bldg.	Ayala Avenue, Makati City	8122235	NCR - National Capital Region	NCR, FOURTH DISTRICT	CITY OF MAKATI	14.558	121.02
308	LAS PI?AS CITY HALL	Pamplona, Las Pi?as City	8713479	NCR - National Capital Region	NCR, FOURTH DISTRICT	CITY OF LAS PI?AS	14.4489	120.983
309	AIC-Gale	Garnet Road, Ortigas Center, Pasig City	7064894	NCR - National Capital Region	NCR, SECOND DISTRICT	CITY OF PASIG	14.5896	121.061
310	MalayanPlaza	ADB Avenue, Ortigas Center, Pasig City	6384643	NCR - National Capital Region	NCR, SECOND DISTRICT	CITY OF PASIG	14.5864	121.06
311	PDCP	G/F PDCP Bank Center, Salcedo Village, Makati City	8934465	NCR - National Capital Region	NCR, FOURTH DISTRICT	CITY OF MAKATI	14.5598	121.02
312	US Embassy	Roxas Blvd., cor UN Avenue Ermita, Manila	4000551	NCR - National Capital Region	NCR, CITY OF MANILA, FIRST DISTRICT	ERMITA	14.5791	120.978
313	Northgate	Filinvest Corporate City, Muntinlupa	7285377	NCR - National Capital Region	NCR, FOURTH DISTRICT	CITY OF MUNTINLUPA	14.4257	121.04
315	Banaue	426 Banawe Ave. cor tirad paz St. SMH, Quezon City	7490401	NCR - National Capital Region	NCR, SECOND DISTRICT	QUEZON CITY	14.6285	121.004
316	Xavier Hills	G/F Xavier hills Condo.Granada St. N. Domingo, QC	7219740	NCR - National Capital Region	NCR, SECOND DISTRICT	CITY OF SAN JUAN	14.6115	121.036
317	Tanauan	Mabini St., Tanauan City, Batangas	7786391	REGION IV-A (CALABARZON)	BATANGAS	CITY OF TANAUAN	14.0846	121.15
318	Pearl Drive 1	Pearl Drive cor Lourdes St. Ortigas Pasig	6673989	NCR - National Capital Region	NCR, SECOND DISTRICT	CITY OF PASIG	14.5798	121.06
321	Buendia 2	Gil Puyat Ave. FB Harisson St.,  Pasay City	5222474	NCR - National Capital Region	NCR, FOURTH DISTRICT	PASAY CITY	14.5532	120.992
322	St. Scholastica	896 Vito Cruz cor. Dominga St., Malate Manila	5368495	NCR - National Capital Region	NCR, CITY OF MANILA, FIRST DISTRICT	MALATE	14.5629	120.996
323	Channel 7	Timog Avenue cor Samar St., Diliman Quezon City	9205650	NCR - National Capital Region	NCR, SECOND DISTRICT	QUEZON CITY	14.6332	121.043
324	Lucena	Quezon Avenue cor Gomez St., Lucena City, Quezon	6602438	REGION IV-A (CALABARZON)	QUEZON	LUCENA CITY (Capital)	13.9379	121.613
325	Sta. Cruz	P.Guevarra Ave.Brgy.3 Poblacion,Sta. Cruz Laguna	8084699	REGION IV-A (CALABARZON)	LAGUNA	SANTA CRUZ (Capital)	14.2797	121.415
326	Gapan	Bucana,Gapan Crossing Nueva Ecija City	4869482		NUEVA ECIJA	CITY OF GAPAN	15.3075	120.946
328	Cabanatuan 2	Mabini Quezon District Cabanatuan Nueva Ecija	4633815		NUEVA ECIJA	CABANATUAN CITY	15.4884	120.972
329	Dangwa	Don Quijote St. Sampaloc Manila	7499386	NCR - National Capital Region	NCR, CITY OF MANILA, FIRST DISTRICT	SAMPALOC	14.6151	120.99
330	Imperial Palace	Diliman Quezon City	9282281	NCR - National Capital Region	NCR, SECOND DISTRICT	QUEZON CITY	14.6354	121.036
331	Letran	Muralla St.Cor.Anda St. Intramuros Manila	5273335	NCR - National Capital Region	NCR, CITY OF MANILA, FIRST DISTRICT	INTRAMUROS	14.5935	120.977
332	Legarda 2	Jhocson St, Sampaloc, Manila	7346469	NCR - National Capital Region	NCR, CITY OF MANILA, FIRST DISTRICT	SAMPALOC	14.6007	120.996
333	Balibago Complex	Sta. Rosa Laguna	5343026	REGION IV-A (CALABARZON)	LAGUNA	CITY OF SANTA ROSA	14.2938	121.105
334	Owwa2	Solana St, Intramuros, Manila	5273654	NCR - National Capital Region	NCR, CITY OF MANILA, FIRST DISTRICT	INTRAMUROS	14.5893	120.978
335	Mamatid	Banlic, Cabuyao, Laguna	5310112	REGION IV-A (CALABARZON)	LAGUNA	CABUYAO	14.228	121.139
336	Padre Faura	Padre faura St, Ermita, Manila	5260090	NCR - National Capital Region	NCR, CITY OF MANILA, FIRST DISTRICT	ERMITA	14.5768	120.98
338	Pagsanjan	Calle Rizal, Poblacion Pagsanjan Laguna	8210832	REGION IV-A (CALABARZON)	LAGUNA	PAGSANJAN	14.2737	121.455
339	Nasugbu	JP Laurel St. cor. G. Alvarez st. Nasugbu Batangas	2162777	REGION IV-A (CALABARZON)	BATANGAS	NASUGBU	14.0724	120.632
340	Manuela	# 2 Real St., Do?a Manuela Ave., Las Pi?as City	8756816	NCR - National Capital Region	NCR, FOURTH DISTRICT	CITY OF LAS PI?AS	14.4531	120.976
341	Olivarez	San Dionisio, Para?aque City	8207175	NCR - National Capital Region	NCR, FOURTH DISTRICT	CITY OF PARA?AQUE	14.4788	120.998
342	R. Magsaysay	173 Edsa cor. Ermin Garcia st., Cubao QC	7270372	NCR - National Capital Region	NCR, SECOND DISTRICT	QUEZON CITY	14.6272	121.047
343	Fields 2	McArthur Highway, Balibago, Angeles City, Pampanga	6247529	REGION III (Central Luzon)	PAMPANGA	ANGELES CITY	15.1677	120.589
344	Molino 3	Zapote-Molino Road Brgy. Molino 3, Bacoor, Cavite	5172036	REGION IV-A (CALABARZON)	CAVITE	BACOOR	14.3885	120.977
345	Baliuag 2	Poblacion Plaza Naning Baliuag Bulacan	7662778	REGION III (Central Luzon)	BULACAN	BALIUAG	14.9546	120.901
346	Pedro Gil	1578 A. Mabini Cor. Pedro Gil St. Ermita, Manila	5224956	NCR - National Capital Region	NCR, CITY OF MANILA, FIRST DISTRICT	ERMITA	14.574	120.983
347	Bulihan	AFP Housing Old Bulihan Rd. Silang, Cavite	8902488	REGION IV-A (CALABARZON)	CAVITE	SILANG	14.2831	120.998
349	Teachers Bliss	Teachers Bliss Balong Bato Balintawak Quezon City	3670526	NCR - National Capital Region	NCR, SECOND DISTRICT	QUEZON CITY	14.6634	121.002
350	Pacific Center	San Miguel Avenue, Ortigas Center, Pasig city	6387098	NCR - National Capital Region	NCR, SECOND DISTRICT	CITY OF PASIG	14.5811	121.06
352	Baclaran 4	Roxas Blvd. corner Rivera St. Baclaran Paranaque	8522363	NCR - National Capital Region	NCR, FOURTH DISTRICT	CITY OF PARA?AQUE	14.529	120.994
353	Guagua	One Crown P. & Devt,Plaza Burgos, Guagua, Pampanga	9001043	REGION III (Central Luzon)	PAMPANGA	GUAGUA	14.9653	120.634
354	Gordon Ave	Gordon Ave. cor. 6th St. Asinan, Olongapo City	2239188	REGION III (Central Luzon)	ZAMBALES	OLONGAPO CITY	14.8269	120.284
355	Vito Cruz	Unit 102 & 103 Vito Cruz St. Malate, Manila	5671544	NCR - National Capital Region	NCR, CITY OF MANILA, FIRST DISTRICT	MALATE	14.5609	120.993
356	Gualberto	Zunio St. Gualberto Ave., Rosario, Batangas City	3210981	REGION IV-A (CALABARZON)	BATANGAS	ROSARIO	13.8453	121.206
357	Tanza 2	Tanza-Crossing, Daang Amaya, Tanza, Cavite	4371341	REGION IV-A (CALABARZON)	CAVITE	TANZA	14.3917	120.852
358	Dau	157 McArthur Hi-way, Dau, Mabalacat, Pampanga	9828071	REGION III (Central Luzon)	PAMPANGA	MABALACAT	15.1792	120.587
359	Olongapo Rotonda	1739 Rizal Ave. West Bajac, olongapo City	2233710	REGION III (Central Luzon)	ZAMBALES	OLONGAPO CITY	14.8387	120.284
360	Cabanatuan 3	Manson Bldg. Burgos Ave., Cabanatuan City	6002619		NUEVA ECIJA	CABANATUAN CITY	15.4878	120.963
361	Carmona	Purification St. Cabilang Baybay, Carmona, Cavite	4301291	REGION IV-A (CALABARZON)	CAVITE	CARMONA	14.3156	121.053
362	T. Mapua	1512 C.M.Recto cor. F.Torres Sta. Cruz, Manila	7358196	NCR - National Capital Region	NCR, CITY OF MANILA, FIRST DISTRICT	SANTA CRUZ	14.6037	120.981
363	Lopez Drive	Lopez Ave. cor Dr. A Santos Ave.  Paranaque City	5418904	NCR - National Capital Region	NCR, FOURTH DISTRICT	CITY OF PARA?AQUE	14.4684	121.012
364	Alimall	Gen. Romulo Ave., Araneta Center, Quezon City	9130046	NCR - National Capital Region	NCR, SECOND DISTRICT	QUEZON CITY	14.6205	121.057
365	McKinley Hill	G/F One Square, Upper McKinley Rd. Taguig City	8565085	NCR - National Capital Region	NCR, FOURTH DISTRICT	TAGUIG CITY	14.5354	121.047
366	SM Clark	Bayanihan Park, Balibago, Angeles City, Pampanga	4581036	REGION III (Central Luzon)	PAMPANGA	ANGELES CITY	15.1679	120.585
367	Riverbanks	ICT Bldg. 2 Riverbanks Center, Barangka, Markina	9484789	NCR - National Capital Region	NCR, SECOND DISTRICT	CITY OF MARIKINA	14.6294	121.082
368	Naguillan	Naguillan Rd. cor. Bokawkan Rd. Baguio City	4425668	CAR - Cordillera Administrative Region	BENGUET	BAGUIO CITY	16.4154	120.589
369	Balayan	112 Plaza Mabini St. Balayan, Batangas	9211044	REGION IV-A (CALABARZON)	BATANGAS	BALAYAN	13.9374	120.729
370	Urdaneta 2	Alexander St. Urdaneta City, Pangasinan	56825531	REGION I (Ilocos Region)	PANGASINAN	CITY OF URDANETA	15.9757	120.57
371	Dagupan 3	MH del Pilar corA.B. Fernandez Ave., Dagupan	5162025	REGION I (Ilocos Region)	PANGASINAN	DAGUPAN CITY	16.0457	120.343
372	Pascor Drive	Ninoy Aquino Avenue, Paranaque City	8533493	NCR - National Capital Region	NCR, FOURTH DISTRICT	CITY OF PARA?AQUE	14.5071	121.001
374	Old Sta. Mesa	4456 Valenzuela St. Sta. Mesa, Manila	7165025	NCR - National Capital Region	NCR, CITY OF MANILA, FIRST DISTRICT	SAMPALOC	14.6004	121.013
375	Villamor	12th St. Airman's Village Airbase Area, Pasay City	8547524	NCR - National Capital Region	NCR, FOURTH DISTRICT	PASAY CITY	14.5254	121.012
376	TSU	Brgy. Cut-Cut Romulo Ave. Tarlac City	9821781	REGION III (Central Luzon)	TARLAC	CITY OF TARLAC (Capital)	15.4854	120.587
377	Lucena 2	Lot #2771-B Along Quezon ave, Lucena City, Quezon	6607050	REGION IV-A (CALABARZON)	QUEZON	LUCENA CITY (Capital)	13.9356	121.613
378	Blumentritt 1	Rizal Ave. cor. Blumentritt Sta. Cruz, Manila	7328201	NCR - National Capital Region	NCR, CITY OF MANILA, FIRST DISTRICT	SANTA CRUZ	14.623	120.983
379	Olongapo 3	corner Anonas West Bajac-Bajac, Olongapo City	2239667	REGION III (Central Luzon)	ZAMBALES	OLONGAPO CITY	14.8395	120.284
380	Citadella	CAA Rd. corner Citadella Ave. Las Pi?as City	8286120	NCR - National Capital Region	NCR, FOURTH DISTRICT	CITY OF LAS PI?AS	14.4563	120.994
381	Don Galo	Quirino ave, Dimatimbangan St Don Galo Paranaque	8531055	NCR - National Capital Region	NCR, FOURTH DISTRICT	CITY OF PARA?AQUE	14.5045	120.994
383	Maya Arcade	G/F Maya Arcade 678 Edsa, Cubao, Quezon City	3760163	NCR - National Capital Region	NCR, SECOND DISTRICT	QUEZON CITY	14.6241	121.049
384	One E - Com	Harbour Drive cor Palm Coast Ave. Pasay City	7998124	NCR - National Capital Region	NCR, FOURTH DISTRICT	PASAY CITY	14.5385	120.982
386	Palico	Along Aguinaldo Hi-Way, Palico II, Imus, Cavite	4719577	REGION IV-A (CALABARZON)	CAVITE	IMUS	14.429	120.945
387	Binangonan 2	National Road Pantok, Binangonan, Rizal	6527003	REGION IV-A (CALABARZON)	RIZAL	BINANGONAN	14.4936	121.18
388	Bago Bantay	131 Ilocus Sur St. Bago Bantay, Quezon City	9264642	NCR - National Capital Region	NCR, SECOND DISTRICT	QUEZON CITY	14.6599	121.026
389	Lucban	Quezon Avenue Miramonte Subd. Lucban, Quezon	9111711	REGION IV-A (CALABARZON)	QUEZON	LUCBAN	14.1138	121.556
390	One McKinley	26th St.Fort Bonifacio, Global City Taguig	8565824	NCR - National Capital Region	NCR, FOURTH DISTRICT	TAGUIG CITY	14.5494	121.045
391	Manaoag	Felix St. cor. Garcia St. Manaoag, Pangasinan	5176229	REGION I (Ilocos Region)	PANGASINAN	MANAOAG	16.0445	120.487
392	SM San Fernando	SM City San Fernando, San Fernando Pampanga	9635561	REGION III (Central Luzon)	PAMPANGA	CITY OF SAN FERNANDO (Capital)	15.052	120.703
393	Tranco Ville	27 Rimando Rd., Topaz Bldg.,Brgy. Alfonso,  Baguio	4425808	CAR - Cordillera Administrative Region	BENGUET	BAGUIO CITY	16.4217	120.6
394	Maragondon	Poblacion 1-A Maragondon Cavite	4122501	REGION IV-A (CALABARZON)	CAVITE	MARAGONDON	14.2756	120.737
395	Imus 2	Bayan Luma, Imus Cavite	4723992	REGION IV-A (CALABARZON)	CAVITE	IMUS	14.4065	120.94
396	DLSU-Lipa	National Hway, Brgy. Paninsingin, Tambo, Lipa City	3121963	REGION IV-A (CALABARZON)	BATANGAS	LIPA CITY	13.9413	121.147
397	Sta. Rosa Estate	Sta. Rosa Estate, Sta. Rosa,  Laguna	5440446	REGION IV-A (CALABARZON)	LAGUNA	CITY OF SANTA ROSA	14.2493	121.063
398	Gordon Hospital	104 Rizal Avenue East Tapinac, Olongapo City	2231899	REGION III (Central Luzon)	ZAMBALES	OLONGAPO CITY	14.8278	120.28
400	FPIP	#158 Sta. Anastacia,  Sto. Tomas, Batangas	5440446	REGION IV-A (CALABARZON)	BATANGAS	SANTO TOMAS	14.1368	121.135
401	Philcom	8755 Paseo de Roxas, Makati City	8941194	NCR - National Capital Region	NCR, FOURTH DISTRICT	CITY OF MAKATI	14.5577	121.023
403	Tagaytay 2	Calamba Road, Tagaytay City	4385711	REGION IV-A (CALABARZON)	CAVITE	TAGAYTAY CITY	14.1252	120.992
404	Pacific Regency	G/F Pacific Regency Bldg, Malate Manila.	7388016	NCR - National Capital Region	NCR, CITY OF MANILA, FIRST DISTRICT	MALATE	14.5614	120.994
407	Abanao	Unit 2 Ong Bldg., Abanao St., Baguio City	4425898	CAR - Cordillera Administrative Region	BENGUET	BAGUIO CITY	16.4139	120.594
408	Park n' Shop	Bldg., 537 Rizal Hway, Subic Freeport, SBMA	2529994	REGION III (Central Luzon)	ZAMBALES	SUBIC	14.8247	120.283
409	San Pablo 3	Brgy. San Rafael, San Pablo Laguna	5626572	REGION IV-A (CALABARZON)	LAGUNA	SAN PABLO CITY	14.071	121.308
410	Sto. Ni?o Meycauayan	Sto. Ni?o Village, Meycauayan, Bulacan	4753375	REGION III (Central Luzon)	BULACAN	CITY OF MEYCAUAYAN	14.7651	120.989
411	Sta. Maria	Poblacion Sta. Maria, Bulacan	5466820	REGION III (Central Luzon)	BULACAN	BULACAN	14.8392	120.961
412	Don Bosco	Pasong Tamo cor Don Bosco St.,  Makati City	8193348	NCR - National Capital Region	NCR, FOURTH DISTRICT	CITY OF MAKATI	14.5481	121.014
413	BF Homes 2	Dr. A. Santos Avenue, BF Homes, Paranaque City	8267990	NCR - National Capital Region	ZAMBALES	IBA (Capital)	14.4586	121.032
414	Lemery 2	Ilustre Avenue, Lemery Batangas	4112023	REGION IV-A (CALABARZON)	BATANGAS	LEMERY	13.9388	120.916
415	Mendez Proper	Market Rd., Brgy., Poblacion Mendez, Cavite	8611736	REGION IV-A (CALABARZON)	CAVITE	TAGAYTAY CITY	14.1332	120.903
416	AUF	Mc Arthur Highway, Angeles, Pampanga	8883231	REGION III (Central Luzon)	PAMPANGA	ANGELES CITY	15.1462	120.595
417	Subic Proper	National Highway, Baraka, Subic, Zambales	0943	REGION III (Central Luzon)	ZAMBALES	SUBIC	14.8778	120.234
418	Multinational	Lot 2 Aquino Avenue, Para?aque City	8522797	NCR - National Capital Region	NCR, FOURTH DISTRICT	CITY OF PARA?AQUE	14.5	120.997
419	Gate-3 Taguig	AFPOVAI Phase 3, Fort Bonifacio, Taguig City	8892758	NCR - National Capital Region	NCR, FOURTH DISTRICT	TAGUIG CITY	14.4684	121.012
420	One San Miguel	Shaw Blvd.cor one san miguel ave. pasig city	6871736	NCR - National Capital Region	NCR, SECOND DISTRICT	CITY OF PASIG	14.5781	121.058
421	Aic Gold	Emerald Avenue, Ortigas Center, Pasig City	6375265	NCR - National Capital Region	NCR, SECOND DISTRICT	CITY OF PASIG	14.5888	121.062
422	La Union 1	Gov. Ortega St., San Fernando City, La Union	2427110	REGION I (Ilocos Region)	LA UNION	CITY OF SAN FERNANDO (Capital)	16.6169	120.315
423	Calasiao	cor San Miguel St., Calasiao Pangasinan	5176229	REGION I (Ilocos Region)	PANGASINAN	CALASIAO	16.0112	120.358
424	Capas	Mc Arthur Hiway, Poblacion Capas, Tarlac	4912971	REGION III (Central Luzon)	TARLAC	CITY OF TARLAC (Capital)	15.3327	120.591
425	Sunny Brooke	Blk.31 Lot 6, Bookeside Lane Gen Trias Cavite	6864280	REGION IV-A (CALABARZON)	CAVITE	CAVITE CITY	14.315	120.915
426	Sindalan	Mc Arthur Hiway, Sindalan San Fernando, Pampanga	4550992	REGION III (Central Luzon)	PAMPANGA	CITY OF SAN FERNANDO (Capital)	15.0779	120.641
427	Talavera	Marcos Poblacion, Talavera, Nueva Ecija	4113223		NUEVA ECIJA	CABANATUAN CITY	15.5891	120.92
428	Asia Pacific College Balanga	Brgy. Ibayo, Balanga City, Bataan	6120290	REGION III (Central Luzon)	BATAAN	CITY OF BALANGA (Capital)	14.6801	120.537
429	Mendez Crossing	Mendez Junction East, Tagaytay City	4134690	REGION IV-A (CALABARZON)	CAVITE	TAGAYTAY CITY	14.3353	120.919
430	Balanga Church	Lot 928-G-1 JP Rizal St., Balanga City	2375642	REGION III (Central Luzon)	BATAAN	CITY OF BALANGA (Capital)	14.6792	120.541
431	Iba, Zambales	Zone 1 Magsaysay Avenue, Iba Zambales	6041058	REGION III (Central Luzon)	ZAMBALES	IBA (Capital)	15.3281	119.975
432	Dakota Mansion	Gen. Malvar cor M. Adriatico St., Ermita, Manila	5261930	NCR - National Capital Region	NCR, CITY OF MANILA, FIRST DISTRICT	ERMITA	14.5726	120.985
433	Batangas 3	Rizal Ave. Poblacion 018, Batangas City	6864280	REGION IV-A (CALABARZON)	BATANGAS	BATANGAS CITY (Capital)	13.756	121.056
434	Malibay Plaza 2	Reance Bldg. Jose St. cor Malibay Ave. Pasay City	6512627	NCR - National Capital Region	NCR, FOURTH DISTRICT	PASAY CITY	14.5343	121.009
435	Angeles 2	Miranda St., Angeles City, Pampanga	624117	REGION III (Central Luzon)	PAMPANGA	ANGELES CITY	15.1383	120.588
436	Leveriza	Quirino Ave. cor Leveriza St., Malate, Manila	9064011	NCR - National Capital Region	NCR, CITY OF MANILA, FIRST DISTRICT	MALATE	14.5678	120.989
438	Balanga Plaza	Aguirre St., Poblacion Balanga, Bataan	6120294	REGION III (Central Luzon)	BATAAN	CITY OF BALANGA (Capital)	14.68	120.528
